task,model,temperature,w_inv_temperature,nll_uncalibrated,nll_calibrated,n_oof,optimizer_converged,bound_hit
g0_R2_R6_R7_to_R3,xgboost,1.706130165818547,0.5861217508690093,0.6565149195823885,0.5653414013817142,5797,True,False
g0_R2_R6_R7_to_R3,lightgbm,3.511458834991269,0.28478192312412126,1.2016716433953225,0.6014433411491447,5797,True,False
g0_R2_R6_R7_to_R4,rf,0.5434767950116344,1.840004962821996,0.607603791554637,0.5414402163784637,5797,True,False
g0_R2_R6_R7_to_R4,xgboost,1.706130165818547,0.5861217508690093,0.6565149195823885,0.5653414013817142,5797,True,False
g0_R2_R6_R7_to_R4,lightgbm,3.511458835134544,0.28478192311250156,1.2016716433953225,0.6014433411491446,5797,True,False
g0_R2_R6_R7_to_R5,rf,0.5434767950116344,1.840004962821996,0.607603791554637,0.5414402163784637,5797,True,False
g0_R2_R6_R7_to_R5,xgboost,1.706130165818547,0.5861217508690093,0.6565149195823885,0.5653414013817142,5797,True,False
g0_R2_R6_R7_to_R5,lightgbm,3.511458834991269,0.28478192312412126,1.2016716433953225,0.6014433411491447,5797,True,False
g0_R2_R6_to_R3,rf,1.7535336690893324,0.5702770455039696,1.1887289443496083,1.0750163555993875,3804,True,False
g0_R2_R6_to_R3,xgboost,4.802420572689124,0.20822832670818087,3.0775493451184897,1.3069118853313093,3804,True,False
g0_R2_R6_to_R3,lightgbm,8.224676516032234,0.12158532898536684,5.22154632874773,1.2584401649973045,3804,True,False
g0_R2_R6_to_R4,rf,1.7535336690893324,0.5702770455039696,1.1887289443496083,1.0750163555993875,3804,True,False
g0_R2_R6_to_R4,xgboost,4.802420572689124,0.20822832670818087,3.0775493451184897,1.3069118853313093,3804,True,False
g0_R2_R6_to_R4,lightgbm,8.224676516032234,0.12158532898536684,5.22154632874773,1.2584401649973045,3804,True,False
g0_R2_R6_to_R5,rf,1.7535336690893324,0.5702770455039696,1.1887289443496083,1.0750163555993875,3804,True,False
g0_R2_R6_to_R5,xgboost,4.802420572689124,0.20822832670818087,3.0775493451184897,1.3069118853313093,3804,True,False
g0_R2_R6_to_R5,lightgbm,8.224676516032234,0.12158532898536684,5.22154632874773,1.2584401649973045,3804,True,False
g0_R2_R6_to_R7,rf,1.7535336690893324,0.5702770455039696,1.1887289443496083,1.0750163555993875,3804,True,False
g0_R2_R6_to_R7,xgboost,4.802420572689124,0.20822832670818087,3.0775493451184897,1.3069118853313093,3804,True,False
g0_R2_R6_to_R7,lightgbm,8.224676516032234,0.12158532898536684,5.22154632874773,1.2584401649973045,3804,True,False
g0_R2_R7_to_R3,rf,1.6610619440848966,0.6020245082135782,1.1397436058575678,1.0493415846743763,3809,True,False
g0_R2_R7_to_R3,xgboost,5.009149401538813,0.19963469240761705,3.2587967835583385,1.3292036952154616,3809,True,False
g0_R2_R7_to_R3,lightgbm,9.373429562052756,0.1066845377542905,6.217709052303651,1.315618065634314,3809,True,False
g0_R2_R7_to_R4,rf,1.6610619440848966,0.6020245082135782,1.1397436058575678,1.0493415846743763,3809,True,False
g0_R2_R7_to_R4,xgboost,5.009149401538813,0.19963469240761705,3.2587967835583385,1.3292036952154616,3809,True,False
g0_R2_R7_to_R4,lightgbm,9.373429562052756,0.1066845377542905,6.217709052303651,1.315618065634314,3809,True,False
g0_R2_R7_to_R5,rf,1.6610619440848966,0.6020245082135782,1.1397436058575678,1.0493415846743763,3809,True,False
g0_R2_R7_to_R5,xgboost,5.009149401538813,0.19963469240761705,3.2587967835583385,1.3292036952154616,3809,True,False
g0_R2_R7_to_R5,lightgbm,9.373429562052756,0.1066845377542905,6.217709052303651,1.315618065634314,3809,True,False
g0_R2_R7_to_R6,rf,1.6610619440848966,0.6020245082135782,1.1397436058575678,1.0493415846743763,3809,True,False
g0_R2_R7_to_R6,xgboost,5.009149401538813,0.19963469240761705,3.2587967835583385,1.3292036952154616,3809,True,False
g0_R2_R7_to_R6,lightgbm,9.373429562052756,0.1066845377542905,6.217709052303651,1.315618065634314,3809,True,False
g0_R2_to_R3,rf,0.4385950802712152,2.2800073347417107,0.17695109438987894,0.11074426260024814,1816,True,False
g0_R2_to_R3,xgboost,1.2316338247703624,0.8119296335389697,0.11973680438296358,0.11424462661420688,1816,True,False
g0_R2_to_R3,lightgbm,2.3611912637756247,0.4235150346952268,0.19425526421746042,0.11554139846273326,1816,True,False
g0_R2_to_R4,rf,0.4385950802712152,2.2800073347417107,0.17695109438987894,0.11074426260024814,1816,True,False
g0_R2_to_R4,xgboost,1.2316338247703624,0.8119296335389697,0.11973680438296358,0.11424462661420688,1816,True,False
