unit,arm,seed,model,macro_f1,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket,dev30_acc,n_blocks,n_overridden
pos_R5,override_gate3,46,rf,0.7305747895775468,0.8703427719821163,0.37225042301184436,0.7124856815578465,0.6977950713359273,1.0,0.8666666666666667,60,857
pos_R5,override_anyfam_loose,46,rf,0.7284227489862672,0.8677563150074294,0.37392795883361923,0.7072330654420207,0.693196405648267,1.0,0.8666666666666667,60,1281
pos_R5,ovo_full94,46,rf,0.6594800153865675,0.7980613893376414,0.209009009009009,0.6788008565310493,0.6115288220551378,1.0,0.8,60,0
pos_R5,flat_full94,46,xgboost,0.660445173525362,0.9152542372881356,0.10782608695652174,0.6969353007945517,0.5822102425876011,1.0,0.7833333333333333,60,0
pos_R5,flat_drop_rssi,46,xgboost,0.7316424188202135,0.6167247386759582,0.5441595441595442,0.790257104194858,0.7070707070707071,1.0,0.9166666666666666,60,0
pos_R5,override_gate3,46,xgboost,0.718731877230987,0.9152542372881356,0.23904382470119523,0.711864406779661,0.7274969173859432,1.0,0.8166666666666667,60,698
pos_R5,override_anyfam_loose,46,xgboost,0.7004029676496064,0.874251497005988,0.2315369261477046,0.6666666666666666,0.7295597484276729,1.0,0.8166666666666667,60,1242
pos_R5,ovo_full94,46,xgboost,0.6502955048274028,0.8849028400597907,0.1164021164021164,0.658307210031348,0.5918653576437588,1.0,0.8,60,0
pos_R5,flat_full94,46,lightgbm,0.6583908067353137,0.8625730994152047,0.14965986394557823,0.7060158910329172,0.5737051792828686,1.0,0.7833333333333333,60,0
pos_R5,flat_drop_rssi,46,lightgbm,0.7334187064794107,0.624561403508772,0.5521126760563381,0.7860026917900403,0.7044167610419027,1.0,0.9333333333333333,60,0
pos_R5,override_gate3,46,lightgbm,0.712304284479619,0.8625730994152047,0.27533460803059273,0.7199100112485939,0.7037037037037037,1.0,0.8166666666666667,60,678
pos_R5,override_anyfam_loose,46,lightgbm,0.6923880853621197,0.8174962292609351,0.24854368932038834,0.6810810810810811,0.7148194271481942,1.0,0.7833333333333333,60,1255
pos_R5,ovo_full94,46,lightgbm,0.6389355031605237,0.8826979472140762,0.08290155440414508,0.6617021276595745,0.5673758865248227,1.0,0.7666666666666667,60,0
jit_R6,flat_full94,42,rf,0.7488747806643499,0.8159771754636234,0.617169373549884,0.6191780821917808,0.6920492721164614,1.0,0.9696969696969697,66,0
jit_R6,flat_drop_rssi,42,rf,0.6983582416835513,0.5759162303664922,0.5898520084566596,0.5962059620596206,0.7298170075349839,1.0,0.9090909090909091,66,0
jit_R6,override_gate3,42,rf,0.7581642140003371,0.8159771754636234,0.6298472385428907,0.6217331499312242,0.7232635060639471,1.0,0.9848484848484849,66,1029
jit_R6,override_anyfam_loose,42,rf,0.6952240318560348,0.5789473684210527,0.6234067207415991,0.5339470655926352,0.7398190045248869,1.0,0.8787878787878788,66,1391
jit_R6,ovo_full94,42,rf,0.6531723944157453,0.4189723320158103,0.6006389776357828,0.5759803921568627,0.6702702702702703,1.0,0.8181818181818182,66,0
jit_R6,flat_full94,42,xgboost,0.7783647964241942,0.9024707412223667,0.6222791293213829,0.6547085201793722,0.7123655913978495,1.0,1.0,66,0
jit_R6,flat_drop_rssi,42,xgboost,0.7392245027348717,0.657762938230384,0.6230936819172114,0.6350461133069829,0.7802197802197802,1.0,1.0,66,0
jit_R6,override_gate3,42,xgboost,0.7924595177575355,0.9024707412223667,0.6762589928057554,0.634207240948814,0.7493606138107417,1.0,0.9848484848484849,66,905
