task,n_sources,source_envs,target_env,dv_gain_absolute,recall_src_iid_Camera,recall_tgt_Camera,d_recall_Camera,recall_src_iid_Light_T1,recall_tgt_Light_T1,d_recall_Light_T1,recall_src_iid_Light_XM,recall_tgt_Light_XM,d_recall_Light_XM,recall_src_iid_Sensor,recall_tgt_Sensor,d_recall_Sensor,recall_src_iid_Socket,recall_tgt_Socket,d_recall_Socket,d_recall_l2,d_recall_max,cpd_y,cpd_dir_strict,cpd_dir_lenient,n_ref,n_ref_dir_defined,per_ref_cpd_y,per_ref_cpd_dir,dir_included_rows,_diag_d_recall_max_abs,variant
g0_R4_R6_to_R2,2,R4;R6,R2,-0.2143667616333402,0.9447649572649572,0.9419889502762431,0.0027760069887141636,0.6238828967642527,0.977961432506887,-0.35407853574263437,0.6724961479198768,0.34794520547945207,0.3245509424404247,0.6561137013084675,0.8705234159779615,-0.214409714669494,1.0,1.0,0.0,0.5260077524828612,0.3245509424404247,0.6408844896436254,,0.869193710636136,2,1,0.6889628854448187;0.5928060938424321,nan;0.869193710636136,|Light_XM;Sensor,0.35407853574263437,primary
g0_R4_R7_to_R2,2,R4;R7,R2,-0.2233035949745523,0.9572649572649572,0.787292817679558,0.16997213958539914,0.6718105423987777,0.9559228650137741,-0.2841123226149964,0.8462249614791988,0.4301369863013699,0.4160879751778289,0.8307721712538226,0.8815426997245179,-0.0507705284706953,1.0,1.0,0.0,0.5341509054056779,0.4160879751778289,0.5779779903468993,,0.7826072936257594,2,1,0.6298958091066392;0.5260601715871595,nan;0.7826072936257594,|Light_XM;Sensor,0.4160879751778289,primary
g0_R5_R6_to_R2,2,R5;R6,R2,-0.1160302552229013,0.9829128440366972,0.9917127071823204,-0.008799863145623199,0.760246533127889,0.21763085399449036,0.5426156791333987,0.6264577826154564,0.8904109589041096,-0.2639531762886532,0.7111595728681005,0.859504132231405,-0.14834455936330448,1.0,1.0,0.0,0.6214391365196941,0.5426156791333987,0.5630370632863055,,1.0368153003631522,2,1,0.559613503313235;0.5664606232593761,nan;1.0368153003631522,|Light_T1;Light_XM;Sensor,0.5426156791333987,primary
g0_R5_R7_to_R2,2,R5;R7,R2,-0.1668009890412389,0.9954128440366973,0.9613259668508287,0.03408687718586856,0.808174178762414,0.3746556473829201,0.4335185313794939,0.8001865961747784,0.9205479452054794,-0.12036134903070106,0.8858180428134557,0.931129476584022,-0.045311433770566345,1.0,1.0,0.0,0.45347570234418555,0.4335185313794939,0.37103406613352313,,0.7129096320436085,2,1,0.4507985084323549;0.29126962383469135,nan;0.7129096320436085,|Light_T1;Light_XM;Sensor,0.4335185313794939,primary
g0_R6_R7_to_R2,2,R6;R7,R2,-0.1758832328031087,0.9875,0.9917127071823204,-0.004212707182320363,0.6411479846175758,0.48760330578512395,0.15354467883245188,0.5550847457627118,0.7150684931506849,-0.15998374738797305,0.6336748633879782,0.7300275482093664,-0.09635268482138826,1.0,1.0,0.0,0.24181057586498017,0.15354467883245188,0.5932017459527303,1.6012636083208374,1.6012636083208374,2,2,0.6900225234555907;0.4963809684498701,1.5694649350135004;1.6330622816281744,Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.15998374738797305,primary
g0_R3_R4_R5_to_R2,3,R3;R4;R5,R2,-0.0948721796130495,0.9654215645041333,0.9613259668508287,0.0040955976533045835,0.8606060606060607,0.5316804407713499,0.3289256198347108,0.9150353021912655,0.8684931506849315,0.046542151506334006,0.8990825688073395,0.7878787878787878,0.11120378092855165,0.9970501474926253,1.0,-0.002949852507374673,0.3503569489723953,0.3289256198347108,0.31514469755055013,,0.17732399156690512,3,1,0.37717027586499574;0.18525779761192884;0.3830060191747259,nan;0.17732399156690512;nan,|Light_T1|,0.3289256198347108,primary
g0_R3_R4_R6_to_R2,3,R3;R4;R6,R2,-0.019212794592582,0.9601463351463352,0.9502762430939227,0.009870092052412516,0.7492552645095018,0.6584022038567493,0.09085306065275245,0.7516340685832211,0.8410958904109589,-0.08946182182773776,0.7309871158570211,0.8016528925619835,-0.07066577670496232,0.9970501474926253,1.0,-0.002949852507374673,0.1461419465415887,0.09085306065275245,0.28917530405705943,,0.3288938537806743,3,2,0.294839846243694;0.1668626668703043;0.40582339905717996,nan;0.12973265143419746;0.5280550561271512,|Light_T1|Light_T1;Light_XM;Sensor,0.09085306065275245,primary
g0_R3_R4_R7_to_R2,3,R3;R4;R7,R2,-0.017867001942737,0.9684796684796685,0.9088397790055248,0.05963988947414367,0.7812070282658518,0.6721763085399449,0.10903071972590683,0.8674532776227691,0.8438356164383561,0.023617661184412997,0.8474260958205914,0.8236914600550964,0.02373463576549495,0.9970501474926253,1.0,-0.002949852507374673,0.12874176767853948,0.10903071972590683,0.1965958780102879,,0.3586623504232438,3,2,0.28250241288305133;0.15411488991114394;0.15317033123666846,nan;0.13019483185662414;0.5871298689898634,|Light_T1|Light_T1;Light_XM;Sensor,0.10903071972590683,primary
g0_R3_R5_R6_to_R2,3,R3;R5;R6,R2,0.0420604128689362,0.9855782596608286,0.988950276243094,-0.0033720165822653803,0.8401643554185926,0.44077134986225897,0.3993930055563336,0.7209418250469408,0.852054794520548,-0.13111296947360718,0.767684363563443,0.5840220385674931,0.18366232499594992,0.9970501474926253,1.0,-0.002949852507374673,0.4587562592489315,0.3993930055563336,0.5147429237366435,,0.8435456827113782,3,1,0.5612626076409282;0.5632295108519215;0.4197366527170806,nan;nan;0.8435456827113782,||Light_T1;Light_XM;Sensor,0.3993930055563336,primary
g0_R3_R5_R7_to_R2,3,R3;R5;R7,R2,0.0280789497648928,0.9939115929941619,0.9613259668508287,0.03258562614333316,0.8721161191749426,0.4793388429752066,0.39277727619973596,0.8367610340864888,0.8575342465753425,-0.020773212488853665,0.8841233435270133,0.6253443526170799,0.2587789909099334,0.9970501474926253,1.0,-0.002949852507374673,0.4719561482312975,0.39277727619973596,0.4588066242912432,,0.9259360794822566,3,1,0.5138731226693436;0.5165280397472986;0.34601871045708726,nan;nan;0.9259360794822566,||Light_T1;Light_XM;Sensor,0.39277727619973596,primary
g0_R3_R6_R7_to_R2,3,R3;R6;R7,R2,-0.1187578552532353,0.9886363636363636,0.9392265193370166,0.04940984429934703,0.7607653230783838,0.42699724517906334,0.3337680778993205,0.6733598004784445,0.8164383561643835,-0.14307855568593908,0.7160278905766949,0.6446280991735537,0.07139979140314123,0.9970501474926253,1.0,-0.002949852507374673,0.37339063656939003,0.3337680778993205,0.4335505816422153,,0.9054294842750324,3,2,0.5369451974606837;0.4086392489024274;0.3550672985635347,nan;0.8580432185918708;0.9528157499581941,|Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.3337680778993205,primary
g0_R4_R5_R6_to_R2,3,R4;R5;R6,R2,-0.0289577439075371,0.960118534201103,0.9917127071823204,-0.03159417298121736,0.7250128402670776,0.5895316804407713,0.13548115982630626,0.7388506429557588,0.8602739726027397,-0.121423329646981,0.7585100516368376,0.8760330578512396,-0.11752300621440204,1.0,1.0,0.0,0.21888037464898039,0.13548115982630626,0.3044545298201242,,0.4245610626061668,3,2,0.13802228209706832;0.31782795032295674;0.45751335704034757,0.2416701193913309;nan;0.6074520058210027,Light_T1||Light_T1;Light_XM;Sensor,0.13548115982630626,primary
g0_R4_R5_R7_to_R2,3,R4;R5;R7,R2,-0.0513493401241902,0.9684518675344364,0.9779005524861878,-0.00944868495175144,0.7569646040234276,0.650137741046832,0.1068268629765956,0.8546698519953068,0.8602739726027397,-0.005604120607432983,0.8749490316004077,0.8787878787878788,-0.003838847187471073,1.0,1.0,0.0,0.10745882567871844,0.1068268629765956,0.20535499778216806,,0.4389882725672223,3,2,0.1529965582359128;0.2906118992172905;0.1724565358933009,0.3052075777691435;nan;0.5727689673653011,Light_T1||Light_T1;Light_XM;Sensor,0.1068268629765956,primary
g0_R4_R6_R7_to_R2,3,R4;R6;R7,R2,-0.0179790898079909,0.9631766381766381,0.9116022099447514,0.05157442823188674,0.6456138079268687,0.953168044077135,-0.3075542361502662,0.6912686183872624,0.5013698630136987,0.1898987553735637,0.7068535786500894,0.9008264462809917,-0.19397286763090238,1.0,1.0,0.0,0.4134447248312692,0.1898987553735637,0.5093906545528346,,0.8703393654701046,3,2,0.550203287996606;0.5342849781219168;0.4436836975399812,nan;0.9026819772900356;0.8379967536501736,|Light_XM;Sensor|Light_XM;Sensor,0.3075542361502662,primary
g0_R5_R6_R7_to_R2,3,R5;R6;R7,R2,0.0087347513734321,0.9886085626911315,0.9917127071823204,-0.0031041444911888982,0.7365228988359597,0.4214876033057851,0.31503529553017456,0.6605763748509822,0.9123287671232877,-0.2517523922723055,0.7435508263565115,0.8898071625344353,-0.14625633617792377,1.0,1.0,0.0,0.4289837479786679,0.31503529553017456,0.39988060018495436,,0.8548555505287614,3,2,0.4137881165121654;0.5215706311377444;0.26428305290495335,nan;0.852098179260548;0.8576129217969749,|Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.31503529553017456,primary
g0_R2_to_R3,1,R2,R3,-0.0232073138050085,1.0,0.9726027397260274,0.0273972602739726,0.8990825688073395,0.02203856749311295,0.8770440013142266,0.8818181818181818,0.7696476964769647,0.1121704853412171,0.9908256880733946,0.0,0.9908256880733946,1.0,1.0,0.0,1.3282599715566183,0.9908256880733946,1.2544092722335234,,,1,0,1.2544092722335234,nan,,0.9908256880733946,primary
g0_R4_to_R3,1,R4,R3,-0.0602150488918291,0.9145299145299145,0.9506849315068493,-0.036155016976934795,0.6545454545454545,0.10743801652892562,0.547107438016529,0.9636363636363636,0.07317073170731707,0.8904656319290466,0.8532110091743119,0.47802197802197804,0.3751890311523339,1.0,1.0,0.0,1.1110038635078798,0.8904656319290466,1.1719306146552018,0.3136706883808019,0.3136706883808019,1,1,1.1719306146552018,0.3136706883808019,Light_T1,0.8904656319290466,primary
g0_R5_to_R3,1,R5,R3,-0.0053335117982447,0.9908256880733946,0.10410958904109589,0.8867160990322986,0.9272727272727272,0.0,0.9272727272727272,0.8715596330275229,0.5907859078590786,0.28077372516844434,0.963302752293578,0.6483516483516484,0.3149511039419296,1.0,1.0,0.0,1.350602914866566,0.9272727272727272,1.061252337783798,,,1,0,1.061252337783798,nan,,0.9272727272727272,primary
g0_R6_to_R3,1,R6,R3,-0.1256166785843284,0.975,1.0,-0.025000000000000022,0.5932203389830508,0.418732782369146,0.1744875566139048,0.3813559322033898,0.4363143631436314,-0.05495843094024161,0.45901639344262296,0.760989010989011,-0.301972617546388,1.0,1.0,0.0,0.3539474513149107,0.1744875566139048,0.7986255543430162,1.659839747874877,1.659839747874877,1,1,0.7986255543430162,1.659839747874877,Light_T1;Light_XM;Sensor,0.301972617546388,primary
g0_R7_to_R3,1,R7,R3,-0.2657809327355812,1.0,1.0,0.0,0.6890756302521008,0.4573002754820937,0.23177535477000716,0.7288135593220338,0.39295392953929537,0.3358596297827385,0.8083333333333333,0.46153846153846156,0.3467948717948718,1.0,1.0,0.0,0.535526086292519,0.3467948717948718,0.9386468506840432,1.964935103516096,1.964935103516096,1,1,0.9386468506840432,1.964935103516096,Light_T1;Light_XM;Sensor,0.3467948717948718,primary
g0_R2_R4_to_R3,2,R2;R4,R3,-0.1240995412342971,0.9572649572649572,0.9917808219178083,-0.03451586465285106,0.7768140116763971,0.24242424242424243,0.5343897692521546,0.9227272727272727,0.7317073170731707,0.191019955654102,0.9220183486238532,0.18681318681318682,0.7352051618106664,1.0,1.0,0.0,0.9293971292215445,0.7352051618106664,0.7667737863359269,,0.0447462313919453,2,1,0.8170336282808094;0.7165139443910443,nan;0.0447462313919453,|Light_T1,0.7352051618106664,primary
g0_R2_R5_to_R3,2,R2;R5,R3,0.0185120941950908,0.9954128440366973,0.9753424657534246,0.020070378283272627,0.9131776480400333,0.03305785123966942,0.8801197968003639,0.8766889074228523,0.6368563685636857,0.23983253885916667,0.9770642201834863,0.4532967032967033,0.523767516886783,1.0,1.0,0.0,1.052076867555659,0.8801197968003639,1.0917270341725747,,,2,0,1.0772870211077166;1.106167047237433,nan;nan,|,0.8801197968003639,primary
g0_R2_R6_to_R3,2,R2;R6,R3,0.0078741237750509,0.9875,0.9863013698630136,0.0011986301369864005,0.7461514538951952,0.4820936639118457,0.2640577899833495,0.6315870570107858,0.7696476964769647,-0.13806063946617897,0.7249210407580088,0.06318681318681318,0.6617342275711956,1.0,1.0,0.0,0.7257278286480084,0.6617342275711956,0.780900137817008,,1.058569640998426,2,1,0.900123672902519;0.6616766027314969,nan;1.058569640998426,|Light_T1;Light_XM;Sensor,0.6617342275711956,primary
g0_R2_R7_to_R3,2,R2;R7,R3,0.009546833925622,1.0,0.9863013698630136,0.013698630136986356,0.7940790995297202,0.5289256198347108,0.26515347969500946,0.8053158705701078,0.7669376693766937,0.03837820119341406,0.899579510703364,0.0521978021978022,0.8473817085055617,1.0,1.0,0.0,0.8888321925417917,0.8473817085055617,0.8058404284237866,,1.0869937405023995,2,1,0.8600309704834437;0.7516498863641295,nan;1.0869937405023995,|Light_T1;Light_XM;Sensor,0.8473817085055617,primary
g0_R4_R5_to_R3,2,R4;R5,R3,-0.006143950346755,0.9526778013016546,0.9808219178082191,-0.028144116506564565,0.7909090909090909,0.31129476584022037,0.47961432506887053,0.9175979983319433,0.4363143631436314,0.4812836351883119,0.908256880733945,0.6730769230769231,0.23517995765702182,1.0,1.0,0.0,0.7195592693370283,0.4812836351883119,0.7553866808719334,,0.23451289766018213,2,1,0.6734234107914556;0.837349950952411,0.23451289766018213;nan,Light_T1|,0.4812836351883119,primary
g0_R4_R6_to_R3,2,R4;R6,R3,-0.0572796349012939,0.9447649572649572,0.9780821917808219,-0.03331723451586466,0.6238828967642527,0.5234159779614325,0.10046691880282022,0.6724961479198768,0.11382113821138211,0.5586750097084947,0.6561137013084675,0.5274725274725275,0.12864117383593998,1.0,1.0,0.0,0.5829836686976684,0.5586750097084947,0.830710736741719,0.530406929200824,0.530406929200824,2,2,0.9834869101678372;0.677934563315601,0.16865583098577824;0.8921580274158697,Light_T1|Light_T1;Light_XM;Sensor,0.5586750097084947,primary
g0_R4_R7_to_R3,2,R4;R7,R3,0.1144651655427813,0.9572649572649572,0.9561643835616438,0.001100573703313401,0.6718105423987777,0.5371900826446281,0.1346204597541496,0.8462249614791988,0.1951219512195122,0.6511030102596866,0.8307721712538226,0.5576923076923077,0.2730798635615149,1.0,1.0,0.0,0.7187709101646339,0.6511030102596866,0.8176303509801282,0.5011994212575752,0.5011994212575752,2,2,0.8882933682071804;0.7469673337530759,0.08586932145538795;0.9165295210597626,Light_T1|Light_T1;Light_XM;Sensor,0.6511030102596866,primary
g0_R5_R6_to_R3,2,R5;R6,R3,-0.1084630752693276,0.9829128440366972,0.9808219178082191,0.0020909262284780628,0.760246533127889,0.4325068870523416,0.32773964607554745,0.6264577826154564,0.6287262872628726,-0.0022685046474162363,0.7111595728681005,0.7115384615384616,-0.0003788886703610661,1.0,1.0,0.0,0.3277543855575054,0.32773964607554745,0.4555926289022697,,0.6271822385693846,2,1,0.504552285543835;0.4066329722607044,nan;0.6271822385693846,|Light_T1;Light_XM;Sensor,0.32773964607554745,primary
g0_R5_R7_to_R3,2,R5;R7,R3,-0.1693590366858176,0.9954128440366973,0.9726027397260274,0.022810104310669876,0.808174178762414,0.512396694214876,0.29577748454753805,0.8001865961747784,0.6422764227642277,0.1579101734105507,0.8858180428134557,0.7692307692307693,0.11658727358268639,1.0,1.0,0.0,0.35571454349228837,0.29577748454753805,0.32868914315358727,,0.47083130752059354,2,1,0.442331530186368;0.2150467561208065,nan;0.47083130752059354,|Light_T1;Light_XM;Sensor,0.29577748454753805,primary
g0_R6_R7_to_R3,2,R6;R7,R3,-0.22907259454839,0.9875,1.0,-0.012499999999999956,0.6411479846175758,0.5289256198347108,0.11222236478286507,0.5550847457627118,0.5230352303523035,0.03204951541040835,0.6336748633879782,0.6565934065934066,-0.02291854320542841,1.0,1.0,0.0,0.11959322814507319,0.11222236478286507,0.7181390976454194,1.7196202556501274,1.7196202556501274,2,2,0.7973768977695066;0.6389012975213323,1.6847688579057936;1.7544716533944613,Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.11222236478286507,primary
g0_R2_R4_R5_to_R3,3,R2;R4;R5,R3,0.0361085085710948,0.9684518675344362,0.9945205479452055,-0.026068680410769263,0.8269669168751738,0.349862258953168,0.47710465792200574,0.9056713928273562,0.6233062330623306,0.28236515976502563,0.9357798165137615,0.5467032967032966,0.38907651981046487,1.0,1.0,0.0,0.6778045827716013,0.47710465792200574,0.6091444936959596,,0.1617212118279892,3,1,0.5962815686201315;0.5323245575962928;0.6988273548714543,nan;0.1617212118279892;nan,|Light_T1|,0.47710465792200574,primary
g0_R2_R4_R6_to_R3,3,R2;R4;R6,R3,-0.057054222561757,0.9631766381766381,0.9945205479452055,-0.03134390976856738,0.715616120778615,0.5344352617079889,0.1811808590706261,0.7422701592193118,0.7344173441734417,0.007852815045870098,0.767684363563443,0.21978021978021978,0.5479041437832233,1.0,1.0,0.0,0.577987510117755,0.5479041437832233,0.5990297899476501,,0.4330743296901377,3,2,0.7036266370584149;0.6490312307538951;0.4444315020306402,nan;0.1642795573856009;0.7018691019946744,|Light_T1|Light_T1;Light_XM;Sensor,0.5479041437832233,primary
g0_R2_R4_R7_to_R3,3,R2;R4;R7,R3,-0.0510207273257083,0.9715099715099714,0.9945205479452055,-0.023010576435234076,0.747567884534965,0.5619834710743802,0.18558441346058485,0.8580893682588598,0.7235772357723578,0.13451213248650207,0.8841233435270133,0.21703296703296704,0.6670903764940462,1.0,1.0,0.0,0.7057436824686606,0.6670903764940462,0.6442369162090854,,0.4819303580209622,3,2,0.7021262908564783;0.6558472942513358;0.5747371635194422,nan;0.1678301200541563;0.796030595987768,|Light_T1|Light_T1;Light_XM;Sensor,0.6670903764940462,primary
g0_R2_R5_R6_to_R3,3,R2;R5;R6,R3,-0.0566634294610742,0.9886085626911315,0.9917808219178083,-0.0031722592266767435,0.8065252116877059,0.628099173553719,0.17842603813398683,0.7115779156830314,0.6585365853658537,0.053041330317177726,0.8043816112698652,0.6483516483516484,0.1560299629182168,1.0,1.0,0.0,0.2429087202281306,0.17842603813398683,0.4494152406259595,,0.8583284790570287,3,1,0.4524469867523062;0.5120628001513517;0.38373593497422054,nan;nan;0.8583284790570287,||Light_T1;Light_XM;Sensor,0.17842603813398683,primary
g0_R2_R5_R7_to_R3,3,R2;R5;R7,R3,0.0115839857481944,0.9969418960244649,0.9917808219178083,0.005161074106656671,0.8384769754440559,0.6336088154269972,0.20486816001705865,0.8273971247225794,0.6314363143631436,0.1959608103594358,0.9208205912334352,0.5961538461538461,0.32466674507958904,1.0,1.0,0.0,0.43105305268842625,0.32466674507958904,0.43403093759395467,,0.7967844529957031,3,1,0.44418541528721944;0.5255357272394361;0.3323716702552086,nan;nan;0.7967844529957031,||Light_T1;Light_XM;Sensor,0.32466674507958904,primary
g0_R2_R6_R7_to_R3,3,R2;R6;R7,R3,-0.0536852450532711,0.9916666666666667,0.9863013698630136,0.005365296803653052,0.727126179347497,0.6005509641873278,0.12657521516016923,0.663995891114535,0.7560975609756098,-0.09210166986107471,0.7527251382831169,0.22527472527472528,0.5274504130083917,1.0,1.0,0.0,0.5502151645279834,0.5274504130083917,0.5826696321713324,,0.9697092258603053,3,2,0.6909917009874088;0.47262239514168497;0.5843948003849037,nan;0.8991985396431487;1.040219912077462,|Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.5274504130083917,primary
g0_R4_R5_R6_to_R3,3,R4;R5;R6,R3,0.0248140719777647,0.960118534201103,0.989041095890411,-0.028922561689307957,0.7250128402670776,0.5399449035812672,0.18506793668581034,0.7388506429557588,0.5718157181571816,0.16703492479857718,0.7585100516368376,0.7637362637362637,-0.005226212099426086,1.0,1.0,0.0,0.2510271602022168,0.18506793668581034,0.43504034321720103,,0.32644365263738234,3,2,0.42382826388425476;0.553694651023174;0.32759811474417433,0.03164486698029932;nan;0.6212424382944653,Light_T1||Light_T1;Light_XM;Sensor,0.18506793668581034,primary
g0_R4_R5_R7_to_R3,3,R4;R5;R7,R3,0.0407677422069203,0.9684518675344364,0.9863013698630136,-0.017849502328577294,0.7569646040234276,0.5840220385674931,0.17294256545593445,0.8546698519953068,0.5528455284552846,0.3018243235400222,0.8749490316004077,0.7005494505494505,0.1743995810509572,1.0,1.0,0.0,0.3895393071706621,0.3018243235400222,0.4508754176734699,,0.36950722825057064,3,2,0.4616642468767991;0.5684335738051484;0.32252843233846223,0.011142814474134403;nan;0.7278716420270068,Light_T1||Light_T1;Light_XM;Sensor,0.3018243235400222,primary
g0_R4_R6_R7_to_R3,3,R4;R6;R7,R3,-0.0761902009574223,0.9631766381766381,0.9780821917808219,-0.014905553604183774,0.6456138079268687,0.5647382920110193,0.0808755159158494,0.6912686183872624,0.2764227642276423,0.4148458541596201,0.7068535786500894,0.5796703296703297,0.12718324897975963,1.0,1.0,0.0,0.4416284480616872,0.4148458541596201,0.6593790734281345,0.610876066166863,0.610876066166863,3,3,0.7991916765525249;0.5212362960135719;0.6577092477183069,0.0933627132204622;0.8437881823761773;0.8954773029039493,Light_T1|Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.4148458541596201,primary
g0_R5_R6_R7_to_R3,3,R5;R6;R7,R3,0.0010389373179018,0.9886085626911315,0.9863013698630136,0.0023071928281178655,0.7365228988359597,0.5179063360881543,0.2186165627478054,0.6605763748509822,0.6341463414634146,0.026430033387567553,0.7435508263565115,0.7527472527472527,-0.009196426390741252,1.0,1.0,0.0,0.22041244422590914,0.2186165627478054,0.3356809374318512,,0.5474506560753414,3,2,0.42021267561409614;0.3641351304337329;0.22269500624772448,nan;0.4967462711793682;0.5981550409713146,|Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.2186165627478054,primary
g0_R2_to_R4,1,R2,R4,-0.1323159516411857,1.0,0.7205128205128205,0.2794871794871795,0.8990825688073395,0.3287671232876712,0.5703154455196683,0.8818181818181818,0.059782608695652176,0.8220355731225296,0.9908256880733946,0.994475138121547,-0.003649450048152425,1.0,1.0,0.0,1.0388111439816847,0.8220355731225296,1.1282624827649748,,,1,0,1.1282624827649748,nan,,0.8220355731225296,primary
