task,fold_e_out,target_env,n_sources,lb_basis,f1_rf,f1_stacking,f1_soft_equal,f1_route_b,f1_soft_calibrated,f1_hard_voting,macro_f1_4class_route_b,worst_class_f1_route_b,accuracy_route_b,gain_vs_stacking,gain_vs_rf,gain_vs_soft_equal,regret_route_b_vs_oracle3,regret_always_rf,regret_always_stacking,regret_always_soft_equal
g0_R3_R5_to_R7,R7,R7,2,per_round_min,0.3062182529834999,0.41322639687399254,0.3299026961560164,0.3206517521097786,0.3118572193467785,0.3290791907448043,0.15081469013722326,0.0,0.4239839438033116,-0.09257464476421395,0.01443349912627867,-0.00925094404623783,0.09257464476421395,0.10700814389049262,0.0,0.08332370071797612
g0_R3_R6_R7_to_R2,R2,R2,3,per_round_min,0.762434674985844,0.6436768197326087,0.6371454500266596,0.7499123971311847,0.6990119173049645,0.6586287131047768,0.687390496413981,0.42586750788643535,0.7549559471365639,0.10623557739857603,-0.012522277854659314,0.11276694710452517,0.012522277854659314,0.0,0.11875785525323534,0.1252892249591845
g0_R3_R6_R7_to_R4,R4,R4,3,per_round_min,0.7975914148308562,0.7167312322539521,0.6200264230158709,0.7763884186433914,0.6833398804695261,0.6533095926672542,0.7204855233042392,0.5787545787545788,0.7781975175391257,0.05965718638943929,-0.021202996187464795,0.1563619956275205,0.021202996187464795,0.0,0.08086018257690408,0.1775649918149853
g0_R3_R6_R7_to_R5,R5,R5,3,per_round_min,0.5887185593812042,0.5125387678572796,0.6332822003362003,0.5876001824046575,0.6336786632141138,0.6277510067552169,0.4845002280058219,0.061855670103092786,0.6464757709251101,0.07506141454737791,-0.0011183769765467089,-0.04568201793154281,0.04568201793154281,0.0445636409549961,0.12074343247892072,0.0
g0_R3_R6_to_R2,R2,R2,2,per_round_min,0.7073225692084958,0.7547231674087641,0.608407137469926,0.6130635691589384,0.6183411321021961,0.6128904719005158,0.5163294614486731,0.1632088520055325,0.6167400881057269,-0.14165959824982566,-0.09425900004955734,0.004656431689012419,0.14165959824982566,0.04740059820026832,0.0,0.14631602993883808
g0_R3_R6_to_R4,R4,R4,2,per_round_min,0.647365955580911,0.7881162196996321,0.567185277336206,0.5723299157423727,0.5811576234348241,0.5738262360920652,0.4654123946779659,0.08530805687203792,0.6033459255261737,-0.2157863039572594,-0.07503603983853835,0.005144638406166635,0.2157863039572594,0.14075026411872105,0.0,0.22093094236342603
g0_R3_R6_to_R5,R5,R5,2,per_round_min,0.5538274170227856,0.541196605547914,0.6254257070109509,0.6486966409175954,0.6256102810801801,0.6211082754774258,0.5608708011469942,0.0,0.7147577092511013,0.10750003536968133,0.09486922389480978,0.023270933906644475,-0.023270933906644475,0.07159828998816531,0.08422910146303686,0.0
g0_R3_R6_to_R7,R7,R7,2,per_round_min,0.829844878776893,0.6967682100007302,0.8493796043558692,0.8420719102698916,0.8475016051670275,0.8454580035421102,0.8025898878373645,0.6800573888091822,0.8439538384345209,0.1453037002691614,0.012227031492998641,-0.007307694085977645,0.007307694085977645,0.019534725578976286,0.15261139435513904,0.0
g0_R3_R7_to_R2,R2,R2,2,per_round_min,0.7148402909259551,0.6804114235741042,0.6207386109317836,0.6144323875253009,0.646693704936131,0.6288854346371566,0.5180404844066262,0.10755813953488372,0.6272026431718062,-0.06597903604880329,-0.1004079034006542,-0.0063062234064826805,0.1004079034006542,0.0,0.03442886735185091,0.09410167999417152
g0_R3_R7_to_R4,R4,R4,2,per_round_min,0.734811998483444,0.818957798439832,0.5944219027690009,0.5876405734721228,0.6284057811509608,0.6164855385098754,0.4845507168401536,0.18064516129032257,0.6109012412304371,-0.23131722496770912,-0.1471714250113212,-0.006781329296878025,0.23131722496770912,0.08414579995638793,0.0,0.2245358956708311
g0_R3_R7_to_R5,R5,R5,2,per_round_min,0.5643343559563307,0.5079158590287319,0.6273041403947742,0.6281862794370159,0.6266710533004783,0.623356014552238,0.5352328492962699,0.00546448087431694,0.6921806167400881,0.12027042040828395,0.06385192348068514,0.0008821390422416586,-0.0008821390422416586,0.06296978443844348,0.11938828136604229,0.0
g0_R3_R7_to_R6,R6,R6,2,per_round_min,0.756694654892287,0.56565857098419,0.7864493437039483,0.7821207423371414,0.7871229913968646,0.7915773565322985,0.7276509279214267,0.6485849056603774,0.7776659959758552,0.21646217135295132,0.025426087444854306,-0.004328601366806906,0.004328601366806906,0.029754688811661212,0.22079077271975822,0.0
g0_R3_to_R2,R2,R2,1,single_round_overall,0.5613424171653618,0.5477103148198859,0.5479422265478485,0.5476365786230835,0.5559152804982801,0.5456571657765072,0.4345457232788543,0.03283173734610123,0.5446035242290749,-7.373619680239862e-05,-0.013705838542278359,-0.0003056479247650623,0.013705838542278359,0.0,0.01363210234547596,0.013400190617513297
g0_R3_to_R4,R4,R4,1,single_round_overall,0.4894340537802898,0.494366281165821,0.49467154129617885,0.49457701820254646,0.492771149585025,0.4895667201522823,0.3682212727531831,0.0199501246882793,0.5439827307069617,0.0002107370367254724,0.005142964422256646,-9.452309363239264e-05,9.452309363239264e-05,0.005237487515889039,0.00030526013035786503,0.0
g0_R3_to_R5,R5,R5,1,single_round_overall,0.5550758079556757,0.6001989662916698,0.5970864629554182,0.5975111970185799,0.5929946027978537,0.5976926367745258,0.4968889962732249,0.0,0.6574889867841409,-0.0026877692730898906,0.04243538906290423,0.0004247340631616803,0.0026877692730898906,0.04512315833599412,0.0,0.003112503336251571
g0_R3_to_R6,R6,R6,1,single_round_overall,0.2791540785498489,0.3524253646047638,0.3276088755998964,0.3251129323696438,0.3001627670396744,0.3317003628823224,0.15639116546205473,0.0,0.4215291750503018,-0.027312432235120032,0.045958853819794865,-0.0024959432302525952,0.027312432235120032,0.0732712860549149,0.0,0.024816489004867437
g0_R3_to_R7,R7,R7,1,single_round_overall,0.28091927346115037,0.3691874432645823,0.34644381507040567,0.34416513577607805,0.2998315730975194,0.34869582478660754,0.18020641972009754,0.0,0.4385348720521826,-0.02502230748850426,0.06324586231492768,-0.0022786792943276235,0.02502230748850426,0.08826816980343194,0.0,0.022743628194176635
g0_R4_R5_R6_to_R2,R2,R2,3,per_round_min,0.8603399859788056,0.8313822420712684,0.8498336177890321,0.8554142527771365,0.855599136019826,0.8507681833486384,0.8192678159714207,0.6814159292035398,0.8579295154185022,0.024032010705868023,-0.0049257332016691135,0.005580634988104349,0.0049257332016691135,0.0,0.028957743907537137,0.010506368189773463
g0_R4_R5_R6_to_R3,R3,R3,3,per_round_min,0.7746503650692794,0.7994644370470442,0.7175644466953461,0.7273501693512678,0.735091234055473,0.722886853302333,0.6595197170011697,0.40554156171284633,0.7245508982035929,-0.07211426769577634,-0.047300195718011584,0.009785722655921703,0.07211426769577634,0.02481407197776475,0.0,0.08189999035169804
g0_R4_R5_R6_to_R7,R7,R7,3,per_round_min,0.8377881359399296,0.7978301171132285,0.8677450806693642,0.8652108858422072,0.8626152811279431,0.8691151070235202,0.831513607302759,0.7467811158798283,0.8670346211741093,0.06738076872897869,0.027422749902277554,-0.002534194827156999,0.002534194827156999,0.029956944729434554,0.06991496355613569,0.0
g0_R4_R5_R7_to_R2,R2,R2,3,per_round_min,0.8716141241872084,0.8202647840630182,0.8633623671986822,0.8795988676684143,0.87489002800601,0.869720864549833,0.8494985845855179,0.7489597780859917,0.8805066079295154,0.05933408360539616,0.007984743481205925,0.01623650046973213,-0.007984743481205925,0.0,0.051349340124190235,0.008251756988526204
g0_R4_R5_R7_to_R3,R3,R3,3,per_round_min,0.7679633528496199,0.8087310950565403,0.7025938461731804,0.7195328219220097,0.7244930129827174,0.7074034222522535,0.6497480327145971,0.4236111111111111,0.7158410451823626,-0.08919827313453055,-0.04843053092761018,0.0169389757488293,0.08919827313453055,0.040767742206920365,0.0,0.10613724888335985
g0_R4_R5_R7_to_R6,R6,R6,3,per_round_min,0.7720617405753061,0.7566366860044049,0.8020609239491577,0.8026064973702534,0.7987552609995751,0.7990719082217769,0.7532581217128167,0.6497890295358649,0.8018108651911469,0.045969811365848434,0.03054475679494728,0.0005455734210956242,-0.0005455734210956242,0.029999183373851657,0.04542423794475281,0.0
g0_R4_R5_to_R2,R2,R2,2,per_round_min,0.8283084671178376,0.7178728583474508,0.8025609556572914,0.796902265554848,0.8105610376951873,0.8062715975689638,0.74612783194356,0.48027444253859347,0.8039647577092511,0.07902940720739715,-0.031406201562989566,-0.005658690102443353,0.031406201562989566,0.0,0.11043560877038672,0.025747511460546213
g0_R4_R5_to_R3,R3,R3,2,per_round_min,0.6875333976830007,0.6813894473362456,0.5779528396654299,0.5791038450168748,0.5899845590449887,0.5826588973929455,0.4742118115831786,0.06265060240963856,0.5634186173108329,-0.10228560231937078,-0.10842955266612586,0.001151005351444967,0.10842955266612586,0.0,0.006143950346755078,0.10958055801757083
g0_R4_R5_to_R6,R6,R6,2,per_round_min,0.6142398189971147,0.6038206053801385,0.6042881698642073,0.5863825920266201,0.6121706663832847,0.6098474147961339,0.48297824003327516,0.0,0.6322937625754527,-0.017438013353518356,-0.02785722697049453,-0.017905577837587172,0.02785722697049453,0.0,0.010419213616976175,0.009951649132907359
g0_R4_R5_to_R7,R7,R7,2,per_round_min,0.663964425555622,0.658690623003126,0.6360915515467598,0.6215128163542045,0.6440155924851256,0.6435491907392368,0.5268910204427557,0.0,0.6738585047666834,-0.03717780664892145,-0.04245160920141744,-0.014578735192555259,0.04245160920141744,0.0,0.0052738025524959875,0.02787287400886218
g0_R4_R6_R7_to_R2,R2,R2,3,per_round_min,0.8501706506152835,0.8321915608072926,0.8413467504896717,0.8561344818211575,0.850329940664054,0.8489671680786757,0.8201681022764469,0.6234676007005254,0.8601321585903083,0.02394292101386486,0.0059638312058739595,0.01478773133148581,-0.0059638312058739595,0.0,0.0179790898079909,0.00882390012561185
g0_R4_R6_R7_to_R3,R3,R3,3,per_round_min,0.6841252568489893,0.6079350558915669,0.5947150748622883,0.646684865187291,0.6163002094783494,0.6016823771065378,0.5586880867961987,0.22727272727272727,0.6461622210125204,0.038749809295724025,-0.037440391661698325,0.05196979032500271,0.037440391661698325,0.0,0.07619020095742235,0.08941018198670103
g0_R4_R6_R7_to_R5,R5,R5,3,per_round_min,0.7066831304480179,0.7044773887143039,0.7236191501043245,0.7114988863848127,0.7303095875643344,0.7205085363305999,0.639373607981016,0.5098039215686274,0.697136563876652,0.007021497670508858,0.004815755936794841,-0.012120263719511803,0.012120263719511803,0.016936019656306645,0.019141761390020662,0.0
g0_R4_R6_to_R2,R2,R2,2,per_round_min,0.8166687709491626,0.6137536651655436,0.823087102556563,0.8187091922670273,0.8181517882364752,0.8152915532904821,0.7733864903337841,0.45746691871455575,0.8309471365638766,0.20495552710148368,0.002040421317864749,-0.004377910289535714,0.004377910289535714,0.006418331607400463,0.2093334373910194,0.0
g0_R4_R6_to_R3,R3,R3,2,per_round_min,0.6285415878179144,0.5712619529166204,0.576652985801025,0.5873108715943927,0.5919116960921759,0.581180560009527,0.48447059480507587,0.09807355516637478,0.587915078933043,0.01604891867777225,-0.0412307162235217,0.010657885793367683,0.0412307162235217,0.0,0.05727963490129395,0.051888602016889385
g0_R4_R6_to_R5,R5,R5,2,per_round_min,0.6617904309225111,0.51426334682722,0.7006067612816735,0.7016665717785477,0.7187163435369006,0.6864053250349768,0.6270832147231847,0.4947867298578199,0.6960352422907489,0.18740322495132777,0.039876140856036635,0.0010598104968742028,-0.0010598104968742028,0.03881633035916243,0.18634341445445357,0.0
g0_R4_R6_to_R7,R7,R7,2,per_round_min,0.8414375924608383,0.809301025128903,0.8591683436203624,0.8562112371873016,0.8640944554787824,0.8588014855218281,0.820264046484127,0.7275320970042796,0.8580030105368791,0.046910212058398626,0.014773644726463364,-0.0029571064330607966,0.0029571064330607966,0.01773075115952416,0.04986731849145942,0.0
g0_R4_R7_to_R2,R2,R2,2,per_round_min,0.8086728434678887,0.5853692484933364,0.7554529613794542,0.8013857129340594,0.7762390129459222,0.7626451824795868,0.7517321411675741,0.5663082437275986,0.8023127753303965,0.21601646444072298,-0.007287130533829345,0.04593275155460519,0.007287130533829345,0.0,0.22330359497455232,0.053219882088434534
g0_R4_R7_to_R3,R3,R3,2,per_round_min,0.652246042240362,0.7667112077831433,0.5831222632221931,0.6513558614984735,0.6084295476082132,0.5857867950727826,0.5645268321851769,0.25,0.6494284158954817,-0.11535534628466981,-0.0008901807418885133,0.0682335982762804,0.11535534628466981,0.1144651655427813,0.0,0.1835889445609502
g0_R4_R7_to_R5,R5,R5,2,per_round_min,0.6689790347913865,0.42074364471815107,0.6504482853404536,0.6701501457085559,0.6727458957409659,0.6437432615540214,0.5876876821356949,0.480365296803653,0.6558370044052864,0.24940650099040484,0.0011711109171693712,0.019701860368102286,-0.0011711109171693712,0.0,0.24823539007323547,0.018530749450932915
g0_R4_R7_to_R6,R6,R6,2,per_round_min,0.761757222669349,0.6001097258813392,0.7850886542218074,0.761757222669349,0.7864960891948887,0.7866472307556936,0.7021965283366862,0.6299212598425197,0.7585513078470825,0.16164749678800983,0.0,-0.023331431552458426,0.023331431552458426,0.023331431552458426,0.18497892834046825,0.0
g0_R4_to_R2,R2,R2,1,single_round_overall,0.7592176932864217,0.6439354869532243,0.5961217696958176,0.596580021580779,0.6251895203336809,0.6082967336350332,0.4957250269759738,0.2548076923076923,0.6310572687224669,-0.04735546537244528,-0.1626376717056427,0.00045825188496140257,0.1626376717056427,0.0,0.11528220633319741,0.1630959235906041
g0_R4_to_R3,R3,R3,1,single_round_overall,0.5446164842506234,0.48440143535879426,0.44974807094665276,0.45171935589858253,0.4810288518712424,0.4522764717427714,0.3149812001853131,0.03727865796831314,0.40990745781164944,-0.03268207946021173,-0.09289712835204084,0.001971284951929775,0.09289712835204084,0.0,0.060215048891829104,0.09486841330397061
g0_R4_to_R5,R5,R5,1,single_round_overall,0.6118622565305192,0.5973682374027858,0.5638134062485307,0.562655990502355,0.570338123932274,0.5660545702064594,0.45331998812794383,0.3002309468822171,0.5737885462555066,-0.03471224690043073,-0.049206266028164136,-0.0011574157461756718,0.049206266028164136,0.0,0.014494019127733404,0.048048850281988464
g0_R4_to_R6,R6,R6,1,single_round_overall,0.5280493069549366,0.49237624768996024,0.4878358465940108,0.48823969717744403,0.5109996030778586,0.49857912635308105,0.3602996214718051,0.0,0.5533199195171026,-0.004136550512516213,-0.03980960977749254,0.00040385058343322955,0.03980960977749254,0.0,0.035673059264976326,0.04021346036092577
g0_R4_to_R7,R7,R7,1,single_round_overall,0.6328293068857445,0.5367497649439235,0.524699253652896,0.5260693468200979,0.5657447475329044,0.5394519781582433,0.4075866835251224,0.0,0.599096838936277,-0.010680418123825586,-0.10675996006564659,0.0013700931672018246,0.10675996006564659,0.0,0.096079541941821,0.10813005323284841
g0_R5_R6_R7_to_R2,R2,R2,3,per_round_min,0.8302798794299662,0.8390146308033983,0.8138601676081008,0.8329221066568955,0.8290344043775868,0.8187215403085253,0.7911526333211193,0.56640625,0.8480176211453745,-0.0060925241465028535,0.0026422272269293057,0.019061939048794718,0.0060925241465028535,0.008734751373432159,0.0,0.02515446319529757
g0_R5_R6_R7_to_R3,R3,R3,3,per_round_min,0.7725444489646748,0.7817915518172163,0.7795211386449842,0.7813744085751486,0.7783517864693563,0.7797148944086782,0.7270500160310208,0.5658093797276853,0.7882416984213392,-0.0004171432420676524,0.008829959610473836,0.0018532699301644362,0.0004171432420676524,0.009247102852541489,0.0,0.0022704131722320886
g0_R5_R6_R7_to_R4,R4,R4,3,per_round_min,0.8227862698552626,0.8380097788607959,0.8181138914862653,0.8330702491696031,0.8307872954235158,0.8203275848219072,0.791337811462004,0.6219739292364991,0.8451160280626012,-0.004939529691192712,0.010283979314340552,0.014956357683337806,0.004939529691192712,0.015223509005533264,0.0,0.01989588737453052
g0_R5_R6_to_R2,R2,R2,2,per_round_min,0.75981701305356,0.6776059878991811,0.7820200630720284,0.7820200630720284,0.7809703842883499,0.7806534808722205,0.7275250788400356,0.4017467248908297,0.8105726872246696,0.10441407517284729,0.02220305001846845,0.0,0.0,0.02220305001846845,0.10441407517284729,0.0
g0_R5_R6_to_R3,R3,R3,2,per_round_min,0.7433204756937558,0.6424746109934769,0.7539452980941477,0.7546570244370866,0.7527130539558123,0.7512505637864114,0.6936532858584432,0.4869029275808937,0.7648339684267828,0.11218241344360969,0.011336548743330788,0.0007117263429389231,-0.0007117263429389231,0.010624822400391865,0.11147068710067076,0.0
g0_R5_R6_to_R4,R4,R4,2,per_round_min,0.7790002562519555,0.6670418323515405,0.8016956944048607,0.8011972901406221,0.7953340923487197,0.7985668563548549,0.7514966126757775,0.547244094488189,0.8175930922827847,0.13415545778908167,0.022197033888666673,-0.0004984042642385278,0.0004984042642385278,0.0226954381529052,0.1346538620533202,0.0
g0_R5_R6_to_R7,R7,R7,2,per_round_min,0.835640258588737,0.6748998238982298,0.8657714969999768,0.8657714969999768,0.8617728314630835,0.862349524098104,0.832214371249971,0.7424042272126816,0.8675363773206222,0.19087167310174702,0.03013123841123977,0.0,0.0,0.03013123841123977,0.19087167310174702,0.0
g0_R5_R7_to_R2,R2,R2,2,per_round_min,0.822070771102662,0.6552697820614231,0.8067639857286103,0.8150058480338191,0.8151418082862569,0.8132105280065641,0.7687573100422741,0.49898580121703856,0.8337004405286343,0.1597360659723961,-0.007064923068842877,0.008241862305208847,0.007064923068842877,0.0,0.16680098904123897,0.015306785374051723
g0_R5_R7_to_R3,R3,R3,2,per_round_min,0.7773063715367468,0.6079473348509291,0.7690231476380752,0.7730562080018938,0.7713362623482752,0.7695100909228519,0.7166522653144523,0.5373563218390804,0.7768100163309745,0.16510887315096467,-0.004250163534852969,0.004033060363818564,0.004250163534852969,0.0,0.16935903668581764,0.008283223898671532
g0_R5_R7_to_R4,R4,R4,2,per_round_min,0.8184944607024193,0.6066005284225311,0.8111671427651806,0.8115892487917075,0.8123969017456341,0.8141521859293611,0.7644865609896343,0.5362035225048923,0.8283864004317323,0.20498872036917637,-0.006905211910711806,0.00042210602652681395,0.006905211910711806,0.0,0.21189393227988818,0.00732731793723862
g0_R5_R7_to_R6,R6,R6,2,per_round_min,0.7524349210387481,0.6082286309072115,0.7893909770064298,0.796650572274852,0.7963496888294913,0.7908972509063477,0.745813215343565,0.6384105960264901,0.7942655935613682,0.18842194136764057,0.04421565123610394,0.0072595952684222365,-0.0072595952684222365,0.0369560559676817,0.18116234609921833,0.0
g0_R5_to_R2,R2,R2,1,single_round_overall,0.5728903086491407,0.6116641602645003,0.6127009324076333,0.6221321664023343,0.6022499930486042,0.6022477154377581,0.5276652080029178,0.057441253263707574,0.677863436123348,0.01046800613783394,0.04924185775319356,0.009431233994700916,-0.009431233994700916,0.03981062375849265,0.0010367721431330246,0.0
g0_R5_to_R3,R3,R3,1,single_round_overall,0.42085087813899785,0.4155173663407531,0.4185079541260146,0.4201240143841692,0.42008539467691897,0.4160869682163696,0.27548702329229646,0.02531645569620253,0.4491017964071856,0.004606648043416095,-0.000726863754828666,0.0016160602581545835,0.000726863754828666,0.0,0.005333511798244761,0.0023429240129832496
g0_R5_to_R4,R4,R4,1,single_round_overall,0.4412457277079783,0.4526694130471963,0.4553010603724565,0.4553045490372701,0.44860100319520113,0.4511266654859031,0.3191306862965876,0.015228426395939087,0.5536967080410146,0.002635135990073756,0.01405882132929176,3.488664813589004e-06,-3.488664813589004e-06,0.01405533266447817,0.002631647325260167,0.0
g0_R5_to_R6,R6,R6,1,single_round_overall,0.40835593685457194,0.4184153191149133,0.41731293152239457,0.4171545618727909,0.4181365401220273,0.41635450958123704,0.27176005912172374,0.0,0.5271629778672032,-0.0012607572421224345,0.00879862501821893,-0.0001583696496036957,0.0012607572421224345,0.010059382260341365,0.0,0.0011023875925187387
g0_R5_to_R7,R7,R7,1,single_round_overall,0.41438508040480937,0.42066628143281026,0.4193659503388349,0.4196038440265487,0.4192796093767517,0.4196305744007237,0.27450480503318586,0.0,0.5318615153035625,-0.0010624374062615516,0.005218763621739342,0.00023789368771381936,0.0010624374062615516,0.006281201028000893,0.0,0.001300331093975371
g0_R6_R7_to_R2,R2,R2,2,per_round_min,0.7820875826325645,0.6062043498294558,0.6373234562946342,0.6524269249173265,0.6976024191295659,0.6799445597902041,0.5655336561466581,0.39655172413793105,0.6657488986784141,0.04622257508787064,-0.12966065771523805,0.015103468622692295,0.12966065771523805,0.0,0.1758832328031087,0.14476412633793034
g0_R6_R7_to_R3,R3,R3,2,per_round_min,0.7419949386364052,0.5129223440880152,0.6241337106943081,0.6283747955988042,0.6498481138002543,0.6355695348812243,0.5358004998105902,0.350109409190372,0.6385410996189439,0.11545245151078898,-0.11362014303760104,0.00424108490449604,0.11362014303760104,0.0,0.22907259454839002,0.11786122794209708
g0_R6_R7_to_R4,R4,R4,2,per_round_min,0.7636689552979733,0.620652465693712,0.6605808005081699,0.6655390893834351,0.6855661897971188,0.683560963932293,0.5819238617292939,0.271264367816092,0.6875337290879655,0.04488662368972307,-0.0981298659145382,0.004958288875265171,0.0981298659145382,0.0,0.14301648960426128,0.10308815478980338
g0_R6_R7_to_R5,R5,R5,2,per_round_min,0.7076008932441107,0.5942019934598642,0.6420077903450659,0.6406647338909532,0.651682827520562,0.6434435821568549,0.5508309173636915,0.12826603325415678,0.6811674008810573,0.046462740431089,-0.06693615935315744,-0.001343056454112701,0.06693615935315744,0.0,0.11339889978424644,0.06559310289904474
g0_R6_to_R2,R2,R2,1,single_round_overall,0.714596553965434,0.6398995084605067,0.6267243645840834,0.6224573038511337,0.6505477652729622,0.6329080733219621,0.5280716298139172,0.20638820638820637,0.6613436123348018,-0.017442204609372958,-0.09213925011430024,-0.00426706073294969,0.09213925011430024,0.0,0.07469704550492728,0.08787218938135055
g0_R6_to_R3,R3,R3,1,single_round_overall,0.7111009983885002,0.5854843198041717,0.573388582296013,0.5722483332065604,0.6157734832085631,0.5924188698220427,0.4656424218202855,0.23357664233576642,0.6151333696243876,-0.013235986597611271,-0.13885266518193973,-0.0011402490894525386,0.13885266518193973,0.0,0.12561667858432846,0.1377124160924872
g0_R6_to_R4,R4,R4,1,single_round_overall,0.7047265706649399,0.636685310001421,0.6327266618042269,0.6331453709085114,0.6442299586038599,0.637357377645192,0.5414317136356392,0.10256410256410256,0.6853750674581759,-0.0035399390929096164,-0.07158119975642852,0.00041870910428454255,0.07158119975642852,0.0,0.0680412606635189,0.07199990886071306
g0_R6_to_R5,R5,R5,1,single_round_overall,0.6481077483187285,0.6335048666578336,0.6368192721535755,0.6340722406152889,0.6335695932930255,0.6356212397638037,0.5425903007691111,0.03608247422680412,0.6932819383259912,0.0005673739574553194,-0.014035507703439642,-0.002747031538286593,0.014035507703439642,0.0,0.014602881660894962,0.01128847616515305
g0_R6_to_R7,R7,R7,1,single_round_overall,0.8352353485635643,0.852144006509489,0.8533269568390296,0.8523235767110456,0.85389210337093,0.8500904602234565,0.8154044708888071,0.7063492063492064,0.8544907175112895,0.00017957020155667802,0.017088228147481344,-0.001003380127983955,0.001003380127983955,0.0180916082754653,0.001182950329540633,0.0
g0_R7_to_R2,R2,R2,1,single_round_overall,0.7257204170122593,0.37258669269168,0.3318790404250455,0.31950904779347716,0.410177345664337,0.38034798892126265,0.14938630974184647,0.03234501347708895,0.41905286343612336,-0.053077644898202825,-0.40621136921878215,-0.01236999263156835,0.40621136921878215,0.0,0.3531337243205793,0.3938413765872138
g0_R7_to_R3,R3,R3,1,single_round_overall,0.6655966061537787,0.39981567341819746,0.3487795080496011,0.34573888281864884,0.38244099253178154,0.36113083730369794,0.18250560883539604,0.005405405405405406,0.4387588459444747,-0.05407679059954862,-0.31985772333512985,-0.0030406252309522763,0.31985772333512985,0.0,0.26578093273558123,0.3168170981041776
g0_R7_to_R4,R4,R4,1,single_round_overall,0.6817802253460143,0.4179676837626138,0.39139945682895566,0.3844950635587019,0.4420212411585334,0.4241627281438388,0.23061882944837736,0.01078167115902965,0.4657312466270912,-0.033472620203911896,-0.29728516178731246,-0.0069043932702537725,0.29728516178731246,0.0,0.26381254158340056,0.2903807685170587
g0_R7_to_R5,R5,R5,1,single_round_overall,0.6762013268516971,0.419445974009656,0.40708879632386435,0.3790396083869452,0.4824086853953557,0.4913908665607263,0.22379951048368152,0.0,0.45374449339207046,-0.04040636562271077,-0.29716171846475187,-0.02804918793691913,0.29716171846475187,0.0,0.2567553528420411,0.26911253052783274
g0_R7_to_R6,R6,R6,1,single_round_overall,0.7283019210840016,0.7261528446566609,0.7369841362576475,0.7335452462436101,0.7432355312338184,0.7409430154553693,0.6669315578045125,0.6195899772209568,0.7293762575452716,0.007392401586949204,0.0052433251596084585,-0.00343889001403741,0.00343889001403741,0.008682215173645869,0.010831291600986614,0.0
